country,region,month,min_temp,max_temp,dor,weather,season,rating,warning,event,pro,
Indonesia,Jakarta – Java,December,24,32,19,rainy,low,poor,,,,
Indonesia,Yogyakarta – Java,January,22,30,18,rainy,low,mixed,,,,
Indonesia,Yogyakarta – Java,February,22,30,16,rainy,low,mixed,,,,
Indonesia,Yogyakarta – Java,March,22,31,14,rainy,shoulder,good,,,,
Indonesia,Yogyakarta – Java,April,23,32,10,mixed,shoulder,best,,,,
Indonesia,Yogyakarta – Java,May,23,32,7,sunny,high,best,,,,
Indonesia,Yogyakarta – Java,June,22,32,4,sunny,high,best,,,,
Indonesia,Yogyakarta – Java,July,22,31,3,sunny,high,best,,,,
Indonesia,Yogyakarta – Java,August,22,32,2,sunny,high,best,,,,
Indonesia,Yogyakarta – Java,September,23,33,4,sunny,high,best,,,,
Indonesia,Yogyakarta – Java,October,23,33,9,mixed,shoulder,good,,,,
Indonesia,Yogyakarta – Java,November,23,32,14,rainy,shoulder,mixed,,,,
Indonesia,Yogyakarta – Java,December,22,31,17,rainy,low,mixed,,,,
Indonesia,Lombok – West Nusa Tenggara,January,24,32,15,rainy,low,good,,,,
Indonesia,Lombok – West Nusa Tenggara,February,24,32,12,rainy,low,good,,,,
Indonesia,Lombok – West Nusa Tenggara,March,24,33,10,mixed,shoulder,best,,,,
Indonesia,Lombok – West Nusa Tenggara,April,24,34,6,sunny,shoulder,best,,,,
Indonesia,Lombok – West Nusa Tenggara,May,24,34,4,sunny,high,best,,,,
Indonesia,Lombok – West Nusa Tenggara,June,23,33,2,sunny,high,best,,,,
Indonesia,Lombok – West Nusa Tenggara,July,23,32,1,sunny,high,best,,,,
Indonesia,Lombok – West Nusa Tenggara,August,23,33,1,sunny,high,best,,,,
Indonesia,Lombok – West Nusa Tenggara,September,23,34,2,sunny,high,best,,,,
Indonesia,Lombok – West Nusa Tenggara,October,24,35,5,sunny,shoulder,best,,,,
Indonesia,Lombok – West Nusa Tenggara,November,24,34,10,mixed,shoulder,good,,,,
Indonesia,Lombok – West Nusa Tenggara,December,24,33,14,rainy,low,good,,,,
Indonesia,Raja Ampat – West Papua,January,24,31,22,rainy,low,poor,,,,
Indonesia,Raja Ampat – West Papua,February,24,31,20,rainy,low,poor,,,,
Indonesia,Raja Ampat – West Papua,March,24,31,18,rainy,shoulder,mixed,,,,
Indonesia,Raja Ampat – West Papua,April,24,32,15,mixed,shoulder,good,,,,
Indonesia,Raja Ampat – West Papua,May,24,32,12,mixed,high,good,,,,
Indonesia,Raja Ampat – West Papua,June,24,32,10,sunny,high,best,,,,
Indonesia,Raja Ampat – West Papua,July,24,31,8,sunny,high,best,,,,
Indonesia,Raja Ampat – West Papua,August,24,31,8,sunny,high,best,,,,
Indonesia,Raja Ampat – West Papua,September,24,32,9,sunny,high,best,,,,
Indonesia,Raja Ampat – West Papua,October,24,32,13,mixed,shoulder,good,,,,
Indonesia,Raja Ampat – West Papua,November,24,32,18,rainy,shoulder,mixed,,,,
Indonesia,Raja Ampat – West Papua,December,24,31,21,rainy,low,poor,,,,
Ireland,,January,2,8,18,cloudy,low,poor,,,,
Ireland,,February,2,8,15,cloudy,low,poor,,,,
Ireland,,March,3,10,16,cloudy,shoulder,mixed,,,,
Ireland,,April,4,12,14,cloudy,shoulder,mixed,,,,
Ireland,,May,7,15,14,cloudy,high,good,,,,
Ireland,,June,10,18,13,cloudy,high,good,,,,
Ireland,,July,12,20,14,cloudy,high,best,,,,
Ireland,,August,12,19,15,cloudy,high,best,,,,
Ireland,,September,10,17,14,cloudy,shoulder,good,,,,
Ireland,,October,7,14,16,cloudy,shoulder,mixed,,,,
Ireland,,November,4,10,17,cloudy,low,poor,,,,
Ireland,,December,3,8,17,cloudy,festive,poor,,,,
Italy,Rome – Central,January,3,12,9,rainy,low,poor,,,,
Italy,Rome – Central,February,3,13,8,rainy,low,poor,,,,
Italy,Rome – Central,March,5,16,7,mixed,shoulder,good,,,,
Italy,Rome – Central,April,8,19,7,sunny,high,best,,,,
Italy,Rome – Central,May,12,23,6,sunny,high,best,,,,
Italy,Rome – Central,June,16,28,4,sunny,high,best,,,,
Italy,Rome – Central,July,18,31,2,sunny,high,best,,,,
Italy,Rome – Central,August,18,31,2,sunny,high,best,,,,
Italy,Rome – Central,September,15,27,5,mixed,shoulder,good,,,,
Italy,Rome – Central,October,11,22,8,rainy,shoulder,good,,,,
Italy,Rome – Central,November,7,16,10,rainy,low,poor,,,,
Italy,Rome – Central,December,4,13,10,cloudy,low,poor,,,,
Italy,Venice – City,January,0,8,7,foggy,low,poor,,,,
Italy,Venice – City,February,2,9,6,foggy,low,poor,,,,
Italy,Venice – City,March,4,13,7,mixed,shoulder,good,,,,
Italy,Venice – City,April,8,17,8,sunny,high,best,,,,
Italy,Venice – City,May,12,22,8,sunny,high,best,,,,
Italy,Venice – City,June,16,26,7,sunny,high,best,,,,
Italy,Venice – City,July,18,28,6,sunny,high,best,,,,
Italy,Venice – City,August,18,28,6,sunny,high,best,,,,
Italy,Venice – City,September,14,24,6,mixed,shoulder,good,,,,
Italy,Venice – City,October,10,18,7,rainy,shoulder,good,,,,
Italy,Venice – City,November,5,12,8,foggy,low,poor,,,,
Italy,Venice – City,December,2,9,7,foggy,low,poor,,,,
Italy,Florence – Tuscany,January,2,10,8,rainy,low,poor,,,,
Italy,Florence – Tuscany,February,2,12,7,rainy,low,poor,,,,
Italy,Florence – Tuscany,March,4,15,8,mixed,shoulder,good,,,,
Italy,Florence – Tuscany,April,7,18,8,sunny,high,best,,,,
Italy,Florence – Tuscany,May,11,23,8,sunny,high,best,,,,
Italy,Florence – Tuscany,June,15,28,5,sunny,high,best,,,,
Italy,Florence – Tuscany,July,17,31,3,sunny,high,best,,,,
Italy,Florence – Tuscany,August,17,31,3,sunny,high,best,,,,
Italy,Florence – Tuscany,September,14,26,6,mixed,shoulder,good,,,,
Italy,Florence – Tuscany,October,10,20,9,rainy,shoulder,good,,,,
Italy,Florence – Tuscany,November,5,14,10,rainy,low,poor,,,,
Italy,Florence – Tuscany,December,2,10,9,cloudy,low,poor,,,,
Italy,Naples – Amalfi Coast,January,5,13,10,rainy,low,poor,,,,
Italy,Naples – Amalfi Coast,February,5,13,9,rainy,low,poor,,,,
Italy,Naples – Amalfi Coast,March,7,15,8,mixed,shoulder,good,,,,
Italy,Naples – Amalfi Coast,April,10,18,7,sunny,high,best,,,,
Italy,Naples – Amalfi Coast,May,14,23,6,sunny,high,best,,,,
Italy,Naples – Amalfi Coast,June,18,27,4,sunny,high,best,,,,
Italy,Naples – Amalfi Coast,July,20,30,2,sunny,high,best,,,,
Italy,Naples – Amalfi Coast,August,20,30,2,sunny,high,best,,,,
Italy,Naples – Amalfi Coast,September,17,26,5,mixed,shoulder,good,,,,
Italy,Naples – Amalfi Coast,October,13,21,8,rainy,shoulder,good,,,,
Italy,Naples – Amalfi Coast,November,9,17,10,rainy,low,poor,,,,
Italy,Naples – Amalfi Coast,December,6,14,11,rainy,low,poor,,,,
Japan,Tokyo/Kyoto – Central,January,2,10,6,cloudy,low,poor,,,,
Japan,Tokyo/Kyoto – Central,February,2,11,7,cloudy,low,poor,,,,
Japan,Tokyo/Kyoto – Central,March,5,14,10,rainy,shoulder,good,,,,
Japan,Tokyo/Kyoto – Central,April,10,20,11,sunny,high,best,,,,
Japan,Tokyo/Kyoto – Central,May,15,24,12,sunny,high,best,,,,
Japan,Tokyo/Kyoto – Central,June,19,27,13,rainy,low,poor,,,,
Japan,Tokyo/Kyoto – Central,July,23,31,12,rainy,low,poor,,,,
Japan,Tokyo/Kyoto – Central,August,24,32,11,sunny,low,poor,,,,
Japan,Tokyo/Kyoto – Central,September,20,28,11,rainy,shoulder,good,,,,
Japan,Tokyo/Kyoto – Central,October,14,22,9,sunny,high,best,,,,
Japan,Tokyo/Kyoto – Central,November,8,17,7,sunny,shoulder,good,,,,
Japan,Tokyo/Kyoto – Central,December,3,12,6,cloudy,low,poor,,,,
Japan,Sapporo – Hokkaido,January,-7,-1,18,snowy,high,best,,,,
Japan,Sapporo – Hokkaido,February,-6,0,15,snowy,high,best,,,,
Japan,Sapporo – Hokkaido,March,-3,4,14,snowy,shoulder,good,,,,
Japan,Sapporo – Hokkaido,April,2,11,11,rainy,shoulder,good,,,,
Japan,Sapporo – Hokkaido,May,7,17,10,sunny,high,best,,,,
Japan,Sapporo – Hokkaido,June,12,21,9,sunny,high,best,,,,
Japan,Sapporo – Hokkaido,July,17,25,9,sunny,high,best,,,,
Japan,Sapporo – Hokkaido,August,18,26,10,sunny,high,best,,,,
Japan,Sapporo – Hokkaido,September,13,22,11,rainy,shoulder,good,,,,
Japan,Sapporo – Hokkaido,October,6,15,12,rainy,low,poor,,,,
Japan,Sapporo – Hokkaido,November,0,8,15,snowy,high,best,,,,
Japan,Sapporo – Hokkaido,December,-5,1,19,snowy,high,best,,,,
Japan,Okinawa – Subtropical,January,14,19,12,rainy,low,poor,,,,
Japan,Okinawa – Subtropical,February,14,19,11,rainy,low,poor,,,,
Japan,Okinawa – Subtropical,March,16,21,12,rainy,shoulder,good,,,,
Japan,Okinawa – Subtropical,April,19,24,11,sunny,high,best,,,,
Japan,Okinawa – Subtropical,May,22,27,12,sunny,high,best,,,,
Japan,Okinawa – Subtropical,June,25,30,14,rainy,low,poor,,,,
Japan,Okinawa – Subtropical,July,27,32,11,sunny,low,poor,,,,
Japan,Okinawa – Subtropical,August,27,32,12,sunny,low,poor,,,,
Japan,Okinawa – Subtropical,September,25,30,13,rainy,shoulder,good,,,,
Japan,Okinawa – Subtropical,October,22,27,10,sunny,high,best,,,,
Japan,Okinawa – Subtropical,November,19,24,9,sunny,shoulder,good,,,,
Japan,Okinawa – Subtropical,December,16,21,11,rainy,low,poor,,,,
Japan,Fukuoka – Kyushu,January,5,12,10,cloudy,low,mixed,,,,
Japan,Fukuoka – Kyushu,February,5,13,9,cloudy,low,mixed,,,,
Japan,Fukuoka – Kyushu,March,8,16,12,mixed,shoulder,good,,,,
Japan,Fukuoka – Kyushu,April,12,20,11,mixed,high,good,,,,
Japan,Fukuoka – Kyushu,May,17,25,11,sunny,high,best,,,,
Japan,Fukuoka – Kyushu,June,21,28,14,rainy,shoulder,mixed,,,,
Japan,Fukuoka – Kyushu,July,25,32,15,rainy,shoulder,mixed,,,,
Japan,Fukuoka – Kyushu,August,25,32,13,rainy,shoulder,mixed,,,,
Japan,Fukuoka – Kyushu,September,22,29,13,rainy,shoulder,mixed,,,,
Japan,Fukuoka – Kyushu,October,17,24,10,mixed,high,good,,,,
Japan,Fukuoka – Kyushu,November,11,19,9,mixed,shoulder,good,,,,
Japan,Fukuoka – Kyushu,December,7,14,8,cloudy,festive,mixed,,,,
Morocco,Marrakech – Central,January,6,18,5,sunny,shoulder,good,,,,
Morocco,Marrakech – Central,February,8,20,4,sunny,shoulder,best,,,,
Morocco,Marrakech – Central,March,10,23,5,sunny,high,best,,,,
Morocco,Marrakech – Central,April,12,25,4,sunny,high,best,,,,
Morocco,Marrakech – Central,May,15,29,2,sunny,high,best,,,,
Morocco,Marrakech – Central,June,18,34,1,sunny,high,poor,,,,
Morocco,Marrakech – Central,July,20,37,0,sunny,high,poor,,,,
Morocco,Marrakech – Central,August,20,36,0,sunny,high,poor,,,,
Morocco,Marrakech – Central,September,18,32,1,sunny,high,good,,,,
Morocco,Marrakech – Central,October,15,27,3,sunny,shoulder,best,,,,
Morocco,Marrakech – Central,November,10,22,4,sunny,shoulder,good,,,,
Morocco,Marrakech – Central,December,7,19,5,sunny,shoulder,good,,,,
Morocco,Casablanca/Tangier – Northern Coast,January,8,17,9,cloudy,low,good,,,,
Morocco,Casablanca/Tangier – Northern Coast,February,8,18,8,cloudy,low,good,,,,
Morocco,Casablanca/Tangier – Northern Coast,March,10,19,7,cloudy,shoulder,good,,,,
Morocco,Casablanca/Tangier – Northern Coast,April,12,20,6,mixed,shoulder,best,,,,
Morocco,Casablanca/Tangier – Northern Coast,May,15,22,4,mixed,high,best,,,,
Morocco,Casablanca/Tangier – Northern Coast,June,17,24,1,sunny,high,best,,,,
Morocco,Casablanca/Tangier – Northern Coast,July,19,26,0,sunny,high,best,,,,
Morocco,Casablanca/Tangier – Northern Coast,August,20,26,0,sunny,high,best,,,,
Morocco,Casablanca/Tangier – Northern Coast,September,18,25,2,sunny,high,good,,,,
Morocco,Casablanca/Tangier – Northern Coast,October,15,23,5,cloudy,shoulder,good,,,,
Morocco,Casablanca/Tangier – Northern Coast,November,12,20,8,rainy,low,mixed,,,,
Morocco,Casablanca/Tangier – Northern Coast,December,9,18,10,rainy,low,mixed,,,,
Morocco,Fes – Inland,January,4,15,8,cloudy,low,good,,,,
Morocco,Fes – Inland,February,5,17,7,cloudy,shoulder,good,,,,
Morocco,Fes – Inland,March,7,20,7,sunny,shoulder,best,,,,
Morocco,Fes – Inland,April,9,22,6,sunny,high,best,,,,
Morocco,Fes – Inland,May,12,26,5,sunny,high,best,,,,
Morocco,Fes – Inland,June,15,31,2,sunny,high,good,,,,
Morocco,Fes – Inland,July,18,35,0,sunny,high,poor,,,,
Morocco,Fes – Inland,August,18,34,0,sunny,high,poor,,,,
Morocco,Fes – Inland,September,16,30,2,sunny,high,good,,,,
Morocco,Fes – Inland,October,12,25,5,sunny,shoulder,best,,,,
Morocco,Fes – Inland,November,8,19,7,cloudy,shoulder,good,,,,
Morocco,Fes – Inland,December,5,16,8,cloudy,low,good,,,,
Morocco,Merzouga – Sahara Desert,January,3,20,1,sunny,shoulder,best,,,,
Morocco,Merzouga – Sahara Desert,February,5,23,1,sunny,shoulder,best,,,,
Morocco,Merzouga – Sahara Desert,March,8,27,1,sunny,high,best,,,,
Morocco,Merzouga – Sahara Desert,April,12,32,1,sunny,high,best,,,,
Morocco,Merzouga – Sahara Desert,May,16,36,0,sunny,high,poor,,,,
Morocco,Merzouga – Sahara Desert,June,20,41,0,sunny,high,poor,,,,
Morocco,Merzouga – Sahara Desert,July,23,43,0,sunny,high,poor,,,,
Morocco,Merzouga – Sahara Desert,August,23,42,0,sunny,high,poor,,,,
Morocco,Merzouga – Sahara Desert,September,19,38,0,sunny,high,good,,,,
Morocco,Merzouga – Sahara Desert,October,14,32,1,sunny,shoulder,best,,,,
Morocco,Merzouga – Sahara Desert,November,8,26,1,sunny,shoulder,best,,,,
Morocco,Merzouga – Sahara Desert,December,4,21,1,sunny,shoulder,best,,,,
Morocco,Chefchaouen – Rif Mountains,January,5,15,10,rainy,low,mixed,,,,
Morocco,Chefchaouen – Rif Mountains,February,5,16,9,rainy,low,mixed,,,,
Morocco,Chefchaouen – Rif Mountains,March,7,18,8,cloudy,shoulder,good,,,,
Morocco,Chefchaouen – Rif Mountains,April,9,20,7,mixed,shoulder,best,,,,
Morocco,Chefchaouen – Rif Mountains,May,12,24,5,sunny,high,best,,,,
Morocco,Chefchaouen – Rif Mountains,June,15,28,2,sunny,high,best,,,,
Morocco,Chefchaouen – Rif Mountains,July,18,32,1,sunny,high,good,,,,
Morocco,Chefchaouen – Rif Mountains,August,18,32,1,sunny,high,good,,,,
Morocco,Chefchaouen – Rif Mountains,September,16,28,3,sunny,high,good,,,,
Morocco,Chefchaouen – Rif Mountains,October,13,24,6,cloudy,shoulder,good,,,,
Morocco,Chefchaouen – Rif Mountains,November,9,19,8,rainy,low,mixed,,,,
Morocco,Chefchaouen – Rif Mountains,December,6,16,10,rainy,low,mixed,,,,
Morocco,Essaouira/Agadir – Southern Coast,January,8,21,3,sunny,shoulder,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,February,9,22,2,sunny,shoulder,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,March,11,24,2,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,April,13,25,2,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,May,15,26,1,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,June,17,28,0,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,July,19,29,0,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,August,20,29,0,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,September,18,28,1,sunny,high,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,October,16,26,2,sunny,shoulder,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,November,12,24,3,sunny,shoulder,best,,,,
Morocco,Essaouira/Agadir – Southern Coast,December,9,22,4,sunny,shoulder,best,,,,
Netherlands,,January,0,6,12,cloudy,low,poor,,,,
Netherlands,,February,0,7,10,cloudy,low,poor,,,,
Netherlands,,March,2,10,11,cloudy,shoulder,mixed,,,,
Netherlands,,April,4,14,9,mixed,shoulder,good,,,,
Netherlands,,May,8,18,9,sunny,high,best,,,,
Netherlands,,June,11,21,9,sunny,high,best,,,,
Netherlands,,July,13,23,10,sunny,high,best,,,,
Netherlands,,August,13,23,10,sunny,high,best,,,,
Netherlands,,September,10,19,11,mixed,shoulder,good,,,,
Netherlands,,October,7,14,13,mixed,shoulder,mixed,,,,
Netherlands,,November,3,9,14,mixed,low,mixed,,,,
Netherlands,,December,2,6,14,cloudy,festive,poor,,,,
Pakistan,Islamabad/Lahore – Central,January,4,16,4,mixed,shoulder,mixed,,,,
Pakistan,Islamabad/Lahore – Central,February,7,20,5,mixed,shoulder,mixed,,,,
Pakistan,Islamabad/Lahore – Central,March,12,24,6,mixed,high,mixed,,,,
Pakistan,Islamabad/Lahore – Central,April,16,31,5,sunny,high,good,,,,
Pakistan,Islamabad/Lahore – Central,May,22,36,4,sunny,low,mixed,,,,
Pakistan,Islamabad/Lahore – Central,June,26,38,6,cloudy,low,mixed,,,,
Pakistan,Islamabad/Lahore – Central,July,26,35,12,rainy,low,poor,,,,
Pakistan,Islamabad/Lahore – Central,August,25,34,13,rainy,low,poor,,,,
Pakistan,Islamabad/Lahore – Central,September,22,33,6,mixed,shoulder,mixed,,,,
Pakistan,Islamabad/Lahore – Central,October,16,29,2,sunny,high,good,,,,
Pakistan,Islamabad/Lahore – Central,November,10,23,2,sunny,high,best,,,,
Pakistan,Islamabad/Lahore – Central,December,6,18,2,mixed,shoulder,good,,,,
Pakistan,Gilgit/Skadu – Northern,January,-15,-4,5,snowy,low,poor,,,,
Pakistan,Gilgit/Skadu – Northern,February,-12,-1,6,snowy,low,poor,,,,
Pakistan,Gilgit/Skadu – Northern,March,-6,5,7,snowy,shoulder,poor,,,,
Pakistan,Gilgit/Skadu – Northern,April,0,12,6,mixed,shoulder,good,,,,
Pakistan,Gilgit/Skadu – Northern,May,5,17,4,sunny,high,best,,,,
Pakistan,Gilgit/Skadu – Northern,June,9,22,3,sunny,high,best,,,,
Pakistan,Gilgit/Skadu – Northern,July,11,25,6,rainy,high,good,,,,
Pakistan,Gilgit/Skadu – Northern,August,10,24,7,rainy,high,good,,,,
Pakistan,Gilgit/Skadu – Northern,September,6,19,5,sunny,high,best,,,,
Pakistan,Gilgit/Skadu – Northern,October,0,12,3,sunny,shoulder,best,,,,
Pakistan,Gilgit/Skadu – Northern,November,-7,4,2,mixed,shoulder,mixed,,,,
Pakistan,Gilgit/Skadu – Northern,December,-12,-2,4,snowy,low,poor,,,,
Pakistan,Karachi – South,January,13,25,1,sunny,high,best,,,,
Pakistan,Karachi – South,February,16,27,1,sunny,high,best,,,,
Pakistan,Karachi – South,March,20,30,0,sunny,high,best,,,,
Pakistan,Karachi – South,April,24,34,0,sunny,high,good,,,,
Pakistan,Karachi – South,May,27,36,1,sunny,low,mixed,,,,
Pakistan,Karachi – South,June,28,34,2,cloudy,low,mixed,,,,
Pakistan,Karachi – South,July,27,32,5,rainy,low,poor,,,,
Pakistan,Karachi – South,August,26,32,6,rainy,low,poor,,,,
Pakistan,Karachi – South,September,26,33,3,mixed,shoulder,mixed,,,,
Pakistan,Karachi – South,October,23,34,0,sunny,high,good,,,,
Pakistan,Karachi – South,November,18,31,0,sunny,high,best,,,,
Pakistan,Karachi – South,December,15,27,1,sunny,high,best,,,,
Philippines,Manila – Metro,January,22,30,3,sunny,festive,best,,,,
Philippines,Manila – Metro,February,23,31,2,sunny,high,best,,,,
Philippines,Manila – Metro,March,24,32,3,sunny,high,best,,,,
Philippines,Manila – Metro,April,25,34,5,sunny,high,poor,,,,
Philippines,Manila – Metro,May,26,33,12,rainy,low,mixed,,,,
Philippines,Manila – Metro,June,25,32,17,rainy,low,poor,,,,
Philippines,Manila – Metro,July,25,31,20,rainy,low,poor,,,,
Philippines,Manila – Metro,August,25,31,20,rainy,low,poor,,,,
Philippines,Manila – Metro,September,25,31,19,rainy,low,mixed,,,,
Philippines,Manila – Metro,October,24,31,16,rainy,low,mixed,,,,
Philippines,Manila – Metro,November,23,31,9,mixed,shoulder,good,,,,
Philippines,Manila – Metro,December,22,30,5,sunny,festive,best,,,,
Philippines,Cebu/Boracay – Visayas,January,25,30,5,sunny,high,best,,,,
Philippines,Cebu/Boracay – Visayas,February,25,30,4,sunny,high,best,,,,
Philippines,Cebu/Boracay – Visayas,March,26,31,4,sunny,high,best,,,,
Philippines,Cebu/Boracay – Visayas,April,26,32,6,sunny,high,good,,,,
Philippines,Cebu/Boracay – Visayas,May,26,32,12,rainy,shoulder,mixed,,,,
Philippines,Cebu/Boracay – Visayas,June,25,31,17,rainy,low,poor,,,,
Philippines,Cebu/Boracay – Visayas,July,25,31,18,rainy,low,poor,,,,
Philippines,Cebu/Boracay – Visayas,August,25,31,17,rainy,low,poor,,,,
Philippines,Cebu/Boracay – Visayas,September,25,31,16,rainy,shoulder,mixed,,,,
Philippines,Cebu/Boracay – Visayas,October,25,31,13,mixed,shoulder,good,,,,
Philippines,Cebu/Boracay – Visayas,November,25,30,9,sunny,high,best,,,,
Philippines,Cebu/Boracay – Visayas,December,25,30,6,sunny,festive,best,,,,
Philippines,Puerto Princesa – Palawan,January,24,31,6,sunny,high,best,,,,
Philippines,Puerto Princesa – Palawan,February,24,31,4,sunny,high,best,,,,
Philippines,Puerto Princesa – Palawan,March,25,32,4,sunny,high,best,,,,
Philippines,Puerto Princesa – Palawan,April,25,33,5,sunny,high,good,,,,
Philippines,Puerto Princesa – Palawan,May,26,33,11,rainy,shoulder,mixed,,,,
Philippines,Puerto Princesa – Palawan,June,25,32,16,rainy,low,poor,,,,
Philippines,Puerto Princesa – Palawan,July,25,32,18,rainy,low,poor,,,,
Philippines,Puerto Princesa – Palawan,August,25,32,17,rainy,low,poor,,,,
Philippines,Puerto Princesa – Palawan,September,25,32,16,rainy,shoulder,mixed,,,,
Philippines,Puerto Princesa – Palawan,October,25,31,14,mixed,shoulder,good,,,,
Philippines,Puerto Princesa – Palawan,November,24,31,10,mixed,high,good,,,,
Philippines,Puerto Princesa – Palawan,December,24,30,7,sunny,festive,best,,,,
Philippines,Baguio – Cordilleras,January,14,23,4,sunny,high,best,,,,
Philippines,Baguio – Cordilleras,February,14,24,3,sunny,high,best,,,,
Philippines,Baguio – Cordilleras,March,15,25,4,sunny,high,best,,,,
Philippines,Baguio – Cordilleras,April,16,26,7,mixed,high,good,,,,
Philippines,Baguio – Cordilleras,May,17,25,15,rainy,shoulder,mixed,,,,
